	Feature_Name	Phenotypic_Class	Value
244	efficientnet_15	Binuclear	0.01387283569466838
245	efficientnet_15	Elongated	0.007992486549611186
246	efficientnet_15	Grape	0.033819268157157634
247	efficientnet_15	Hole	0.007426233052749905
248	efficientnet_15	Interphase	0.0022667889705500557
249	efficientnet_15	Large	0.021994263452749734
250	efficientnet_15	Metaphase	0.01991722889257126
251	efficientnet_15	MetaphaseAlignment	0.020734122212613566
252	efficientnet_15	OutOfFocus	0.0
253	efficientnet_15	Polylobed	0.003205362212575417
254	efficientnet_15	Prometaphase	0.01379139381140023
255	efficientnet_15	SmallIrregular	0.015437489307927798
256	efficientnet_16	ADCCM	7.61418713048177e-08
257	efficientnet_16	Anaphase	0.04129693735724724
258	efficientnet_16	Apoptosis	0.07432475705018583
259	efficientnet_16	Artefact	0.04251947667279799
260	efficientnet_16	Binuclear	0.06503209297724133
261	efficientnet_16	Elongated	0.0009258456826816274
262	efficientnet_16	Grape	0.016757014207282307
263	efficientnet_16	Hole	0.0
264	efficientnet_16	Interphase	0.0
265	efficientnet_16	Large	0.005164310244668302
266	efficientnet_16	Metaphase	0.04195670474825538
267	efficientnet_16	MetaphaseAlignment	0.02692565338445472
268	efficientnet_16	OutOfFocus	0.0
269	efficientnet_16	Polylobed	0.033073824514194064
270	efficientnet_16	Prometaphase	0.05297538539937946
271	efficientnet_16	SmallIrregular	0.00974952013524043
272	efficientnet_17	ADCCM	0.0007966595850584017
273	efficientnet_17	Anaphase	0.018765833093035252
274	efficientnet_17	Apoptosis	0.02037050378101356
275	efficientnet_17	Artefact	0.04675758688692671
276	efficientnet_17	Binuclear	0.08991238427634553
277	efficientnet_17	Elongated	0.029260826335054856
278	efficientnet_17	Grape	0.035127924678822635
279	efficientnet_17	Hole	0.0
280	efficientnet_17	Interphase	0.028355984128852346
281	efficientnet_17	Large	0.0031164098982471473
282	efficientnet_17	Metaphase	0.020203463632318893
283	efficientnet_17	MetaphaseAlignment	0.03038440936320655
284	efficientnet_17	OutOfFocus	0.0
285	efficientnet_17	Polylobed	0.032293617731529826
286	efficientnet_17	Prometaphase	0.10140778632772106
287	efficientnet_17	SmallIrregular	0.02886215687689685
288	efficientnet_18	ADCCM	0.013238908721695542
289	efficientnet_18	Anaphase	0.0028580292772869566
290	efficientnet_18	Apoptosis	0.003776599389215358
291	efficientnet_18	Artefact	0.05933292103356716
292	efficientnet_18	Binuclear	0.09765275864551903
293	efficientnet_18	Elongated	0.015173187821159522
294	efficientnet_18	Grape	0.0
295	efficientnet_18	Hole	0.0003206145717005509
296	efficientnet_18	Interphase	0.0
297	efficientnet_18	Large	0.013289921005882032
298	efficientnet_18	Metaphase	0.011402660193590475
299	efficientnet_18	MetaphaseAlignment	1.676073021236243e-07
300	efficientnet_18	OutOfFocus	0.042078821346443245
301	efficientnet_18	Polylobed	0.006984042712792901
302	efficientnet_18	Prometaphase	0.001449696902877247
303	efficientnet_18	SmallIrregular	0.041182788386829164
304	efficientnet_19	ADCCM	0.11939963268874136
305	efficientnet_19	Anaphase	0.04036893563994853
306	efficientnet_19	Apoptosis	0.023536642652029083
307	efficientnet_19	Artefact	0.0
308	efficientnet_19	Binuclear	0.02695574295159999
309	efficientnet_19	Elongated	0.05530758617566147
310	efficientnet_19	Grape	0.05130684617277796
311	efficientnet_19	Hole	0.039572001916220526
312	efficientnet_19	Interphase	0.013665050974653824
313	efficientnet_19	Large	0.0019345365283083664
314	efficientnet_19	Metaphase	0.04053264062260811
315	efficientnet_19	MetaphaseAlignment	0.031057142730924293
316	efficientnet_19	OutOfFocus	0.0
317	efficientnet_19	Polylobed	0.04361008286806683
318	efficientnet_19	Prometaphase	0.038896453807839966
319	efficientnet_19	SmallIrregular	0.15177241153984386
320	efficientnet_20	ADCCM	0.07956931200609751
321	efficientnet_20	Anaphase	0.01759071807715365
322	efficientnet_20	Apoptosis	0.040566783729003804
323	efficientnet_20	Artefact	0.025737343647969164
324	efficientnet_20	Binuclear	0.011451424650260708
325	efficientnet_20	Elongated	0.02928779641485685
326	efficientnet_20	Grape	0.012814950838487415
327	efficientnet_20	Hole	0.03313334523620538
328	efficientnet_20	Interphase	0.06573593813301278
329	efficientnet_20	Large	0.0
330	efficientnet_20	Metaphase	0.08964513040994954
331	efficientnet_20	MetaphaseAlignment	0.020500433932083985
332	efficientnet_20	OutOfFocus	0.013990612799891248
333	efficientnet_20	Polylobed	0.02884533690201656
334	efficientnet_20	Prometaphase	0.026046241643066917
335	efficientnet_20	SmallIrregular	0.029080166768682393
336	efficientnet_21	ADCCM	0.0011632509573598273
337	efficientnet_21	Anaphase	0.004617429760802615
338	efficientnet_21	Apoptosis	0.021736555043116806
339	efficientnet_21	Artefact	0.020761221105729862
340	efficientnet_21	Binuclear	0.03651399574704734
341	efficientnet_21	Elongated	0.021093218895776998
342	efficientnet_21	Grape	0.05750643975582195
343	efficientnet_21	Hole	0.011141786458702648
344	efficientnet_21	Interphase	0.07913132724250688
345	efficientnet_21	Large	0.009196631331070048
346	efficientnet_21	Metaphase	0.01568986769769964
347	efficientnet_21	MetaphaseAlignment	1.2448604082174775e-07
348	efficientnet_21	OutOfFocus	0.0
349	efficientnet_21	Polylobed	0.06167112493086012
350	efficientnet_21	Prometaphase	0.02559231646991205
351	efficientnet_21	SmallIrregular	0.0037662195877380066
352	efficientnet_22	ADCCM	0.03870375708100831
353	efficientnet_22	Anaphase	0.0
354	efficientnet_22	Apoptosis	0.006308605018521872
355	efficientnet_22	Artefact	0.0553772548502586
356	efficientnet_22	Binuclear	1.041549127910719e-07
357	efficientnet_22	Elongated	0.0
358	efficientnet_22	Grape	0.0
359	efficientnet_22	Hole	0.05462961359750185
360	efficientnet_22	Interphase	0.13888671335342087
361	efficientnet_22	Large	0.006562654012435734
362	efficientnet_22	Metaphase	0.0
363	efficientnet_22	MetaphaseAlignment	0.049338275235031905
364	efficientnet_22	OutOfFocus	0.012037020189630189
365	efficientnet_22	Polylobed	0.01865155624902719
366	efficientnet_22	Prometaphase	0.0
367	efficientnet_22	SmallIrregular	0.06429264608732159
368	efficientnet_23	ADCCM	0.0014877419482649287
369	efficientnet_23	Anaphase	0.02178261161538772
370	efficientnet_23	Apoptosis	0.10465669761689142
371	efficientnet_23	Artefact	0.0
372	efficientnet_23	Binuclear	0.004353220185173684
373	efficientnet_23	Elongated	0.008876016478574361
374	efficientnet_23	Grape	0.013040791695857071
375	efficientnet_23	Hole	0.0365019281279741
376	efficientnet_23	Interphase	0.059397447223824125
377	efficientnet_23	Large	0.01179365721302771
378	efficientnet_23	Metaphase	0.14733792508532856
379	efficientnet_23	MetaphaseAlignment	0.09847971532299414
380	efficientnet_23	OutOfFocus	0.0
381	efficientnet_23	Polylobed	0.020313097169384783
382	efficientnet_23	Prometaphase	0.0
383	efficientnet_23	SmallIrregular	0.029185596533801678
384	efficientnet_24	ADCCM	0.0
385	efficientnet_24	Anaphase	0.000362493936146907
386	efficientnet_24	Apoptosis	0.02280993610416693
387	efficientnet_24	Artefact	0.0
388	efficientnet_24	Binuclear	0.0
389	efficientnet_24	Elongated	0.02812069280342696
390	efficientnet_24	Grape	0.0
391	efficientnet_24	Hole	0.0
392	efficientnet_24	Interphase	0.007098266918830007
393	efficientnet_24	Large	0.0
394	efficientnet_24	Metaphase	0.051070679599436404
395	efficientnet_24	MetaphaseAlignment	1.311716698736933e-07
396	efficientnet_24	OutOfFocus	0.011806740878423157
