Model_Type	Mitocheck_Phenotypic_Class	Model_Feature_Type	Model_Balance_Type	Average_Rank	Average_P_Value	Min_IQR_Rank	Max_IQR_Rank	Min_IQR_P_Value	Max_IQR_P_Value	Count
final	Interphase	CP_areashape_only	balanced	5.264285714285714	0.1408734291586201	2.0	9.0	0.014101166378706525	0.22911754608215162	420
final	Interphase	CP_areashape_only	unbalanced	4.171428571428572	0.23348718164736101	1.0	7.0	0.02048919493147215	0.40367798503074676	420
final	Interphase	CP_zernike_only	balanced	5.497619047619048	0.09766982307205148	2.0	9.0	0.02303099928680675	0.16076352843643488	420
final	Interphase	CP_zernike_only	unbalanced	3.730952380952381	0.19105145006079813	1.0	6.0	0.040140289800694874	0.30779163876775584	420
final	Interphase	DP	balanced	4.621428571428571	0.25940043678466385	1.0	6.0	0.001220740743161475	0.49968203007425793	420
final	Interphase	DP	unbalanced	4.623809523809523	0.3022407716788329	1.0	7.0	0.0021610979454459753	0.6431836067063876	420
final	Large	CP	balanced	4.7974683544303796	0.43575206200268457	1.0	8.0	0.0007189767993945	0.9845341981108939	79
final	Large	CP	unbalanced	4.89873417721519	0.38480693692180296	1.0	8.0	0.00048123289820835	0.9303257353610606	79
final	Large	CP_and_DP	balanced	4.6835443037974684	0.3882284823290817	1.0	9.5	0.000921110447225	0.9310086914691689	79
final	Large	CP_and_DP	unbalanced	4.822784810126582	0.33809666098714797	1.0	10.0	0.00089089155538495	0.8729742300486549	79
final	Large	CP_areashape_only	balanced	5.924050632911392	0.27839894532916376	1.0	12.5	0.00309162123253375	0.538447986508415	79
final	Large	CP_areashape_only	unbalanced	6.367088607594937	0.1516086171436821	2.0	12.5	0.0010106195112369	0.2630693983333525	79
final	Large	CP_zernike_only	balanced	5.253164556962025	0.0953543474402598	2.0	7.5	0.029405586938645548	0.14691739676002763	79
final	Large	CP_zernike_only	unbalanced	7.708860759493671	0.03641450486461349	5.5	10.0	0.008505780038889951	0.05366429914076465	79
final	Large	DP	balanced	4.987341772151899	0.34204321577294644	1.0	9.0	0.0010560339203037	0.878152099284052	79
final	Large	DP	unbalanced	5.0	0.3022558545358185	1.0	8.5	0.0016260897687653	0.7354550750683917	79
final	Metaphase	CP	balanced	6.175675675675675	0.2557024924063322	1.0	10.0	0.0008775885110831	0.4863793261300396	74
final	Metaphase	CP	unbalanced	6.405405405405405	0.22491133421213946	2.0	10.75	0.000441831538696375	0.2945057329455094	74
final	Metaphase	CP_and_DP	balanced	5.743243243243243	0.24125299098616543	1.0	9.0	0.0007853665872807	0.3838321175948948	74
final	Metaphase	CP_and_DP	unbalanced	5.702702702702703	0.213856526207341	2.0	9.0	0.000969167780196625	0.2837208708876884	74
final	Metaphase	CP_areashape_only	balanced	8.013513513513514	0.19430379121235725	1.25	14.0	0.0006894888795355749	0.3187706008010725	74
final	Metaphase	CP_areashape_only	unbalanced	8.175675675675675	0.1539941785294011	2.0	14.0	0.000607505551488925	0.20308227558477876	74
final	Metaphase	CP_zernike_only	balanced	8.08108108108108	0.15947669532597186	2.0	14.0	0.003070807568390975	0.3031277457768914	74
final	Metaphase	CP_zernike_only	unbalanced	8.337837837837839	0.11731739476518899	2.0	14.0	0.001589861427839	0.1567011146820129	74
final	Metaphase	DP	balanced	6.45945945945946	0.20097780657756065	2.0	10.0	6.315808272561976e-05	0.22149684741137338	74
final	Metaphase	DP	unbalanced	6.202702702702703	0.17842430767654563	2.0	9.0	0.00018661474645435	0.2121008504957944	74
final	MetaphaseAlignment	CP	balanced	3.954285714285714	0.24115596010374676	1.0	5.5	0.0054420054144265	0.4079829614815297	175
final	MetaphaseAlignment	CP	unbalanced	4.034285714285715	0.23311377379985954	2.0	6.0	0.00494538875450655	0.39169100593375145	175
final	MetaphaseAlignment	CP_and_DP	balanced	3.68	0.3005587459022658	1.0	5.0	0.0074034442170163	0.5985861854234273	175
final	MetaphaseAlignment	CP_and_DP	unbalanced	3.6857142857142855	0.29101316936252614	1.0	5.0	0.0071285257109505	0.543634787402455	175
final	MetaphaseAlignment	CP_areashape_only	balanced	4.525714285714286	0.130086443759752	2.0	6.0	0.03581102939738965	0.17053906476766534	175
final	MetaphaseAlignment	CP_areashape_only	unbalanced	4.777142857142858	0.1158520214495533	3.0	6.0	0.02669878213926035	0.1631150567514665	175
final	MetaphaseAlignment	CP_zernike_only	balanced	5.137142857142857	0.12146930692982442	2.5	8.0	0.034214209405343005	0.15229613334830933	175
final	MetaphaseAlignment	CP_zernike_only	unbalanced	5.16	0.1117704614020816	3.0	7.0	0.02966240507486665	0.1403767426324295	175
final	MetaphaseAlignment	DP	balanced	3.9828571428571427	0.3057531204356511	1.0	6.0	0.0025811482160307	0.6444701340284782	175
final	MetaphaseAlignment	DP	unbalanced	4.04	0.2871567200509503	1.0	6.0	0.00475482845623885	0.5705315054624422	175
final	OutOfFocus	CP	balanced	1.1085526315789473	0.9125531067301814	1.0	1.0	0.9716248325003328	0.9987157912827347	304
final	OutOfFocus	CP	unbalanced	1.0855263157894737	0.9213723877927004	1.0	1.0	0.9818148010948586	0.9994443675844802	304
final	OutOfFocus	CP_and_DP	balanced	1.075657894736842	0.9133781005677182	1.0	1.0	0.9868597466813813	0.9998075370387111	304
final	OutOfFocus	CP_and_DP	unbalanced	1.0723684210526316	0.9178946634052295	1.0	1.0	0.9911872952846779	0.9998780736921491	304
final	OutOfFocus	CP_areashape_only	balanced	1.855263157894737	0.5247797808895674	1.0	2.0	0.23510181830644172	0.7739453976760674	304
final	OutOfFocus	CP_areashape_only	unbalanced	1.700657894736842	0.6285024229956097	1.0	2.0	0.34943519958749997	0.9261658492395048	304
final	OutOfFocus	CP_zernike_only	balanced	2.6184210526315788	0.32691154491375884	1.0	3.0	0.13970896150364792	0.4894789930239414	304
final	OutOfFocus	CP_zernike_only	unbalanced	2.3914473684210527	0.37833916056234496	1.0	2.0	0.15125535881846758	0.5787688965727557	304
final	OutOfFocus	DP	balanced	1.0657894736842106	0.919010884570454	1.0	1.0	0.9979473333609417	0.9999921503770872	304
final	OutOfFocus	DP	unbalanced	1.069078947368421	0.9122444420456656	1.0	1.0	0.9959642637554971	0.9999715531136062	304
final	Polylobed	CP	balanced	4.574931880108992	0.3359006235985576	1.0	8.0	0.00257320089662055	0.676023472491567	367
final	Polylobed	CP	unbalanced	4.299727520435967	0.42535528453100907	1.0	7.0	0.00334714845487565	0.8509016012826602	367
final	Polylobed	CP_and_DP	balanced	4.0653950953678475	0.4065676137031394	1.0	6.5	0.0047113713684871	0.8313741662157745	367
final	Polylobed	CP_and_DP	unbalanced	4.051771117166212	0.4557177734980324	1.0	6.0	0.0041955785070945	0.9138692187655341	367
final	Polylobed	CP_areashape_only	balanced	4.618528610354224	0.13327264985032655	2.0	7.0	0.02861924036109395	0.19966739197259753	367
final	Polylobed	CP_areashape_only	unbalanced	3.3569482288828336	0.23530204927390225	1.0	5.0	0.0455793277602943	0.3706659310434892	367
final	Polylobed	CP_zernike_only	balanced	4.94550408719346	0.10971488136143222	2.0	8.0	0.03529899217488675	0.16059695756007009	367
final	Polylobed	CP_zernike_only	unbalanced	3.2861035422343323	0.21667428080280524	1.0	5.0	0.05786603076481095	0.3431491069966893	367
final	Polylobed	DP	balanced	3.4795640326975477	0.41601150360163563	1.0	4.5	0.0048532620017613	0.8743728104423765	367
final	Polylobed	DP	unbalanced	3.5122615803814714	0.44572571608946354	1.0	4.0	0.007519107256989	0.896638760569409	367
final	Prometaphase	CP	balanced	2.889855072463768	0.4220851677706353	1.0	4.0	0.0262156692059305	0.7516870522865892	345
final	Prometaphase	CP	unbalanced	2.698550724637681	0.48212680335926106	1.0	3.0	0.0272687145576027	0.8433786530219477	345
final	Prometaphase	CP_and_DP	balanced	2.744927536231884	0.5169338971923595	1.0	3.0	0.0365461372907826	0.9268172246355209	345
final	Prometaphase	CP_and_DP	unbalanced	2.7217391304347824	0.5417368493515994	1.0	3.0	0.034880373461323	0.9458115261914412	345
final	Prometaphase	CP_areashape_only	balanced	4.263768115942029	0.22176301393222977	1.0	6.0	0.0305781107332981	0.3513444238543062	345
final	Prometaphase	CP_areashape_only	unbalanced	3.6695652173913045	0.2902822563289058	1.0	5.0	0.0408836606448016	0.5059407590972718	345
final	Prometaphase	CP_zernike_only	balanced	4.840579710144928	0.19878911903692642	1.0	7.0	0.0340426697942022	0.2942544751489843	345
final	Prometaphase	CP_zernike_only	unbalanced	3.971014492753623	0.2711376366830897	1.0	5.0	0.052561810251686	0.4439047979538207	345
final	Prometaphase	DP	balanced	2.643478260869565	0.5083509998501761	1.0	3.0	0.0379151281646389	0.9494668056061628	345
final	Prometaphase	DP	unbalanced	2.6579710144927535	0.5224782324942703	1.0	3.0	0.0511073824641628	0.9570905081997236	345
final	SmallIrregular	CP	balanced	3.7195121951219514	0.42132291684115103	1.0	5.0	0.008575044083957699	0.8035929669877071	164
final	SmallIrregular	CP	unbalanced	3.817073170731707	0.36689618404964947	1.0	5.0	0.00681976406149445	0.7459970173518845	164
final	SmallIrregular	CP_and_DP	balanced	3.024390243902439	0.4544959805624993	1.0	4.0	0.017100459161331676	0.8188176021982041	164
final	SmallIrregular	CP_and_DP	unbalanced	3.018292682926829	0.42705401539324706	1.0	4.0	0.013056300540621851	0.7864578713213417	164
final	SmallIrregular	CP_areashape_only	balanced	4.725609756097561	0.1778693711333276	1.0	8.0	0.03543860366574672	0.2857119923396043	164
final	SmallIrregular	CP_areashape_only	unbalanced	5.219512195121951	0.1462127179766677	2.0	8.0	0.021901323956192452	0.23677856258535657	164
final	SmallIrregular	CP_zernike_only	balanced	5.262195121951219	0.13875691773849547	2.0	9.0	0.029875698538724023	0.2228253148872597	164
final	SmallIrregular	CP_zernike_only	unbalanced	5.646341463414634	0.11360792967898532	2.0	9.0	0.0206508110383466	0.1770130605311059	164
final	SmallIrregular	DP	balanced	2.7865853658536586	0.4277266079593038	1.0	3.0	0.023074815660228027	0.8226889051428806	164
final	SmallIrregular	DP	unbalanced	2.951219512195122	0.39303450325457745	1.0	3.0	0.03749621871591815	0.7328419054307281	164
shuffled_baseline	ADCCM	CP	balanced	9.631578947368421	0.05686739310755737	6.0	14.0	0.00899468888130945	0.0645189316179791	95
shuffled_baseline	ADCCM	CP	unbalanced	10.821052631578947	0.022578337051769783	9.0	12.0	0.009782400024380699	0.0298616725222394	95
shuffled_baseline	ADCCM	CP_and_DP	balanced	9.389473684210527	0.0170957856388871	6.5	13.0	0.00053590962965645	0.0161416534629475	95
shuffled_baseline	ADCCM	CP_and_DP	unbalanced	9.757894736842106	0.030918577332357106	6.5	13.0	0.00423251789405855	0.0335544096499547	95
shuffled_baseline	ADCCM	CP_areashape_only	balanced	9.51578947368421	0.05861824077577618	5.0	14.5	0.0213834328934433	0.08001056925556005	95
shuffled_baseline	ADCCM	CP_areashape_only	unbalanced	11.6	0.029279072212645283	10.0	14.0	0.0106466592243737	0.035461233131243705	95
shuffled_baseline	ADCCM	CP_zernike_only	balanced	8.56842105263158	0.0652385217845906	4.0	14.0	0.04583690306307875	0.07937573429939335	95
shuffled_baseline	ADCCM	CP_zernike_only	unbalanced	12.442105263157895	0.025073301525795483	11.0	14.0	0.0133600222812955	0.033654470776312	95
shuffled_baseline	ADCCM	DP	balanced	9.052631578947368	0.04753005456457001	5.0	13.0	0.0011978622726062501	0.039476123225624	95
shuffled_baseline	ADCCM	DP	unbalanced	7.810526315789474	0.021785225687974287	5.0	10.0	0.00046759332259335	0.012586386706478901	95
shuffled_baseline	Anaphase	CP	balanced	8.773809523809524	0.0671121120205221	4.0	14.0	0.00919363165792415	0.07641727171761473	84
shuffled_baseline	Anaphase	CP	unbalanced	11.130952380952381	0.03061928640955814	9.75	14.0	0.009523463170696975	0.0433437505372028	84
shuffled_baseline	Anaphase	CP_and_DP	balanced	9.428571428571429	0.04412936753396709	6.0	14.0	0.0007172644386676	0.02716630306557305	84
shuffled_baseline	Anaphase	CP_and_DP	unbalanced	9.226190476190476	0.03630285602784484	6.0	13.0	0.005039024651648175	0.03890048853388992	84
shuffled_baseline	Anaphase	CP_areashape_only	balanced	8.69047619047619	0.061212564259553306	4.0	13.0	0.0271347740292501	0.08566453823998604	84
shuffled_baseline	Anaphase	CP_areashape_only	unbalanced	11.55952380952381	0.02950160652670795	10.0	14.0	0.011315084988715226	0.033987141224065126	84
shuffled_baseline	Anaphase	CP_zernike_only	balanced	7.726190476190476	0.06808091269339925	4.0	12.25	0.05286365762024365	0.08028609380109109	84
shuffled_baseline	Anaphase	CP_zernike_only	unbalanced	12.166666666666666	0.028434685062162138	10.75	14.0	0.0190612462512269	0.03561802876728723	84
shuffled_baseline	Anaphase	DP	balanced	10.333333333333334	0.022107083883327376	8.0	13.0	0.001091389998019625	0.019743354620963927	84
shuffled_baseline	Anaphase	DP	unbalanced	8.154761904761905	0.04184028036728302	5.0	11.0	0.0006139095447995499	0.025158977031880525	84
shuffled_baseline	Apoptosis	CP	balanced	6.754578754578755	0.06872625327527412	4.0	10.0	0.0323142786904608	0.0931196159671715	273
shuffled_baseline	Apoptosis	CP	unbalanced	5.029304029304029	0.10562102440037036	3.0	6.0	0.0639857858219747	0.1329487603024414	273
shuffled_baseline	Apoptosis	CP_and_DP	balanced	6.355311355311355	0.09075947523397017	3.0	9.0	0.0027358843824722	0.0941971392648163	273
shuffled_baseline	Apoptosis	CP_and_DP	unbalanced	6.183150183150183	0.0818081133979329	3.0	9.0	0.0147505534278483	0.0968936684738764	273
shuffled_baseline	Apoptosis	CP_areashape_only	balanced	7.56043956043956	0.06503851100302628	4.0	11.0	0.0442318688004682	0.080314383980526	273
shuffled_baseline	Apoptosis	CP_areashape_only	unbalanced	4.996336996336996	0.09291378559253648	3.0	6.0	0.0650987968355201	0.1175678022814944	273
shuffled_baseline	Apoptosis	CP_zernike_only	balanced	7.754578754578755	0.06640822799150234	5.0	11.0	0.0556388377859081	0.0749647042610081	273
shuffled_baseline	Apoptosis	CP_zernike_only	unbalanced	4.761904761904762	0.09255602699071093	4.0	6.0	0.0741046134943586	0.1072206527018366	273
shuffled_baseline	Apoptosis	DP	balanced	6.241758241758242	0.10736510542000002	3.0	9.0	0.0037368807650164	0.1202256497313107	273
shuffled_baseline	Apoptosis	DP	unbalanced	7.366300366300366	0.07910837849863152	4.0	11.0	0.0003105494356431	0.0428952441757047	273
shuffled_baseline	Binuclear	CP	balanced	8.168478260869565	0.06081143136730155	5.0	12.0	0.028607296194912552	0.07202646178958555	184
shuffled_baseline	Binuclear	CP	unbalanced	7.907608695652174	0.05954560358217909	5.75	11.0	0.034590135513404875	0.07388876827000411	184
shuffled_baseline	Binuclear	CP_and_DP	balanced	8.048913043478262	0.05600107679719178	5.0	11.0	0.0032705001351715	0.044535317093216426	184
shuffled_baseline	Binuclear	CP_and_DP	unbalanced	7.880434782608695	0.06872743099788578	5.0	12.0	0.01178953981767855	0.07024503738007253	184
shuffled_baseline	Binuclear	CP_areashape_only	balanced	7.739130434782608	0.06763720769350079	4.0	12.0	0.04018838568604095	0.08370049875483031	184
shuffled_baseline	Binuclear	CP_areashape_only	unbalanced	7.434782608695652	0.06214390296216081	6.0	9.0	0.0413545924763582	0.07954810267419588	184
shuffled_baseline	Binuclear	CP_zernike_only	balanced	8.782608695652174	0.06409900130141864	5.0	12.0	0.050042756457160574	0.07365378839055135	184
shuffled_baseline	Binuclear	CP_zernike_only	unbalanced	7.3478260869565215	0.059668952913561	6.0	8.0	0.046722366920596524	0.07400331345778062	184
shuffled_baseline	Binuclear	DP	balanced	7.505434782608695	0.07376655091923977	4.0	11.0	0.004304397855522475	0.07345884924861945	184
shuffled_baseline	Binuclear	DP	unbalanced	8.26086956521739	0.07000120496882734	4.0	12.0	0.0004111659862057	0.02967998197632025	184
shuffled_baseline	Elongated	CP	balanced	8.636363636363637	0.06170861584306374	5.0	13.0	0.017215543439696147	0.08388166362572877	110
shuffled_baseline	Elongated	CP	unbalanced	10.036363636363637	0.043099585137357656	8.0	13.0	0.024327160970033797	0.059573100290833174	110
shuffled_baseline	Elongated	CP_and_DP	balanced	7.863636363636363	0.07107187003486719	4.0	11.0	0.00123159736804225	0.041228186013525424	110
shuffled_baseline	Elongated	CP_and_DP	unbalanced	8.00909090909091	0.04106434695644721	5.0	11.0	0.008316803261617075	0.05426495033146228	110
shuffled_baseline	Elongated	CP_areashape_only	balanced	9.6	0.052172274223515475	7.0	13.0	0.02587994809124955	0.06309740422436562	110
shuffled_baseline	Elongated	CP_areashape_only	unbalanced	11.154545454545454	0.029967566929821953	8.25	15.0	0.00670358246377745	0.04406711564198852	110
shuffled_baseline	Elongated	CP_zernike_only	balanced	8.863636363636363	0.06056992965456862	6.0	12.0	0.043401477733900025	0.07494870394344921	110
shuffled_baseline	Elongated	CP_zernike_only	unbalanced	11.072727272727272	0.03242493405044867	9.0	13.0	0.022492269857791077	0.0395796319933219	110
shuffled_baseline	Elongated	DP	balanced	9.4	0.05365304217148559	6.0	13.0	0.0001935388211436	0.02696206848062505	110
shuffled_baseline	Elongated	DP	unbalanced	8.409090909090908	0.02155719435099535	6.0	11.0	6.226394915667196e-05	0.011130831695767025	110
shuffled_baseline	Grape	CP	balanced	9.85135135135135	0.044231876417904326	7.0	13.0	0.00366285827530445	0.0378814731888584	74
shuffled_baseline	Grape	CP	unbalanced	10.662162162162161	0.03337672306780855	8.0	13.0	0.0140688816712231	0.04577332867592665	74
shuffled_baseline	Grape	CP_and_DP	balanced	11.297297297297296	0.01130539361616481	10.0	14.0	4.1906283470514404e-05	0.00280036226151135	74
shuffled_baseline	Grape	CP_and_DP	unbalanced	8.905405405405405	0.030348687241474593	6.0	12.0	0.00323695928730665	0.045289206207383824	74
shuffled_baseline	Grape	CP_areashape_only	balanced	10.5	0.05158261864492932	6.0	15.0	0.0103464888425809	0.06884959463986573	74
shuffled_baseline	Grape	CP_areashape_only	unbalanced	12.22972972972973	0.023654041545590206	11.0	14.0	0.005045352431212525	0.0249530112081133	74
shuffled_baseline	Grape	CP_zernike_only	balanced	9.864864864864865	0.05700053169176317	5.25	14.0	0.03804686379623162	0.07197698708942975	74
